Tiềnvào(VND),Tiềnra(VND),Sốdư,Chúthích
0,1,405538, 
0,1,405565, 
0,1,405530, 
0,1,405542, 
0,1,405534, 
0,1,405563, 
0,1,405561, 
0,1,405555, 
0,1,405564, 
0,1,405543, 
0,1,405560, 
0,1,405562, 
0,1,405552, 
0,1,405529, 
0,1,405535, 
0,1,405500, 
0,1,405559, 
0,1,405509, 
0,1,405491, 
0,1,405546, 
0,1,405548, 
0,1,405557, 
0,1,405492, 
0,1,405528, 
0,1,405511, 
0,1,405556, 
0,1,405520, 
0,1,405495, 
0,1,405508, 
0,1,405553, 
0,1,405531, 
0,1,405554, 
0,1,405550, 
0,1,405516, 
0,1,405547, 
0,1,405532, 
0,1,405551, 
0,1,405521, 
0,1,405488, 
0,1,405499, 
0,1,405536, 
0,1,405523, 
0,1,405545, 
0,1,405527, 
0,1,405549, 
0,1,405501, 
0,1,405544, 
0,1,405490, 
0,1,405502, 
0,1,405539, 
0,1,405540, 
0,1,405533, 
0,1,405524, 
0,1,405537, 
0,1,405512, 
0,1,405514, 
0,1,405525, 
0,1,405517, 
0,1,405510, 
0,1,405526, 
0,1,405496, 
0,1,405522, 
0,1,405513, 
0,1,405519, 
0,1,405518, 
0,1,405503, 
0,1,405504, 
0,1,405498, 
0,1,405515, 
0,1,405505, 
0,1,405506, 
0,1,405507, 
0,1,405497, 
0,1,405487, 
0,1,405486, 
0,1,405485, 
0,1,405484, 
0,1,405483, 
0,1,405482, 
0,1,405481, 
0,1,405480, 
0,1,405479, 
0,1,405478, 
0,1,405477, 
0,1,405476, 
0,1,405475, 
0,1,405474, 
0,1,405473, 
0,1,405472, 
0,1,405471, 
0,1,405470, 
0,1,405469, 
0,1,405468, 
0,1,405467, 
0,1,405466, 
0,1,405464, 
0,1,405465, 
0,1,405463, 
0,1,405462, 
0,1,405461, 
0,1,405460, 
0,1,405459, 
0,1,405458, 
0,1,405457, 
0,1,405456, 
0,1,405455, 
0,1,405454, 
0,1,405453, 
0,1,405452, 
0,1,405451, 
0,1,405450, 
0,1,405449, 
0,1,405447, 
0,1,405448, 
0,1,405446, 
0,1,405444, 
0,1,405445, 
0,1,405443, 
0,1,405441, 
0,1,405442, 
0,1,405440, 
0,1,405438, 
0,1,405439, 
0,1,405429, 
0,1,405437, 
0,1,405432, 
0,1,405378, 
0,1,405433, 
0,1,405430, 
0,1,405436, 
0,1,405336, 
0,1,405425, 
0,1,405309, 
0,1,405434, 
0,1,405435, 
0,1,405319, 
0,1,405325, 
0,1,405427, 
0,1,405428, 
0,1,405310, 
0,1,405431, 
0,1,405409, 
0,1,405318, 
0,1,405292, 
0,1,405401, 
0,1,405408, 
0,1,405426, 
0,1,405406, 
0,1,405420, 
0,1,405298, 
0,1,405333, 
0,1,405423, 
0,1,405307, 
0,1,405316, 
0,1,405331, 
0,1,405424, 
0,1,405317, 
0,1,405341, 
0,1,405422, 
0,1,405421, 
0,1,405418, 
0,1,405395, 
0,1,405389, 
0,1,405329, 
0,1,405419, 
0,1,405385, 
0,1,405405, 
0,1,405404, 
0,1,405407, 
0,1,405379, 
0,1,405381, 
0,1,405300, 
0,1,405312, 
0,1,405384, 
0,1,405399, 
0,1,405416, 
0,1,405322, 
0,1,405417, 
0,1,405415, 
0,1,405392, 
0,1,405413, 
0,1,405380, 
0,1,405366, 
0,1,405306, 
0,1,405352, 
0,1,405411, 
0,1,405414, 
0,1,405412, 
0,1,405334, 
0,1,405293, 
0,1,405301, 
0,1,405320, 
0,1,405299, 
0,1,405339, 
0,1,405410, 
0,1,405359, 
0,1,405402, 
0,1,405335, 
0,1,405386, 
0,1,405303, 
0,1,405403, 
0,1,405290, 
0,1,405397, 
0,1,405387, 
0,1,405398, 
0,1,405377, 
0,1,405289, 
0,1,405400, 
0,1,405388, 
0,1,405376, 
0,1,405391, 
0,1,405393, 
0,1,405396, 
0,1,405390, 
0,1,405294, 
0,1,405394, 
0,1,405305, 
0,1,405338, 
0,1,405375, 
0,1,405345, 
0,1,405311, 
0,1,405383, 
0,1,405382, 
0,1,405368, 
0,1,405340, 
0,1,405358, 
0,1,405374, 
0,1,405353, 
0,1,405302, 
0,1,405324, 
0,1,405349, 
0,1,405328, 
0,1,405363, 
0,1,405342, 
0,1,405347, 
0,1,405370, 
0,1,405373, 
0,1,405369, 
0,1,405295, 
0,1,405314, 
0,1,405372, 
0,1,405371, 
0,1,405364, 
0,1,405323, 
0,1,405315, 
0,1,405367, 
0,1,405297, 
0,1,405355, 
0,1,405365, 
0,1,405326, 
0,1,405330, 
0,1,405357, 
0,1,405304, 
0,1,405354, 
0,1,405321, 
0,1,405360, 
0,1,405337, 
0,1,405362, 
0,1,405361, 
0,1,405313, 
0,1,405348, 
0,1,405350, 
0,1,405356, 
0,1,405308, 
0,1,405343, 
0,1,405351, 
0,1,405344, 
0,1,405296, 
0,1,405346, 
0,1,405332, 
0,1,405327, 
0,1,405291, 
0,1,405288, 
0,1,405287, 
0,1,405285, 
0,1,405286, 
0,1,405284, 
0,1,405283, 
0,1,405282, 
0,1,405281, 
0,1,405280, 
0,1,405279, 
0,1,405278, 
0,1,405277, 
0,1,405276, 
0,1,405275, 
0,1,405274, 
0,1,405273, 
0,1,405272, 
0,1,405271, 
0,1,405270, 
0,1,405269, 
0,1,405268, 
0,1,405267, 
0,1,405266, 
0,1,405265, 
0,1,405263, 
0,1,405262, 
0,1,405264, 
0,1,405261, 
0,1,405260, 
0,1,405259, 
0,1,405257, 
0,1,405258, 
0,1,405256, 
0,1,405255, 
0,1,405254, 
0,1,405253, 
0,1,405252, 
0,1,405251, 
0,1,405250, 
0,1,405249, 
0,1,405248, 
0,1,405247, 
0,1,405246, 
0,1,405245, 
0,1,405244, 
0,1,405243, 
0,1,405242, 
0,1,405241, 
0,1,405240, 
0,1,405239, 
0,1,405238, 
0,1,405237, 
0,1,405236, 
0,1,405235, 
0,1,405234, 
0,1,405233, 
0,1,405232, 
0,1,405231, 
0,1,405230, 
0,1,405229, 
0,1,405228, 
0,1,405227, 
0,1,405226, 
0,1,405225, 
0,1,405224, 
0,1,405223, 
0,1,405222, 
0,1,405221, 
0,1,405220, 
0,1,405218, 
0,1,405219, 
0,1,405217, 
0,1,405216, 
0,1,405215, 
0,1,405214, 
0,1,405213, 
0,1,405212, 
0,1,405211, 
0,1,405210, 
0,1,405209, 
0,1,405208, 
0,1,405207, 
0,1,405206, 
0,1,405205, 
0,1,405204, 
0,1,405203, 
0,1,405202, 
0,1,405201, 
0,1,405200, 
0,1,405199, 
0,1,405198, 
0,1,405197, 
0,1,405196, 
0,1,405195, 
0,1,405194, 
0,1,405193, 
0,1,405192, 
0,1,405191, 
0,1,405190, 
0,1,405189, 
0,1,405188, 
0,1,405187, 
0,1,405186, 
0,1,405185, 
0,1,405184, 
0,1,405183, 
0,1,405181, 
0,1,405182, 
0,1,405180, 
0,1,405179, 
0,1,405178, 
0,1,405177, 
0,1,405176, 
0,1,405175, 
0,1,405174, 
0,1,405170, 
0,1,405173, 
0,1,405171, 
0,1,405172, 
0,1,405168, 
0,1,405169, 
0,1,405167, 
0,1,405164, 
0,1,405165, 
0,1,405166, 
0,1,405163, 
0,1,405162, 
0,1,405161, 
0,1,405160, 
0,1,405159, 
0,1,405158, 
0,1,405157, 
0,1,405156, 
0,1,405155, 
0,1,405153, 
0,1,405154, 
0,1,405152, 
0,1,405151, 
0,1,405150, 
0,1,405149, 
0,1,405148, 
0,1,405147, 
0,1,405146, 
0,1,405145, 
0,1,405144, 
0,1,405143, 
0,1,405142, 
0,1,405141, 
0,1,405140, 
0,1,405139, 
0,1,405138, 
0,1,405137, 
0,1,405136, 
0,1,405135, 
0,1,405134, 
0,1,405133, 
0,1,405132, 
0,1,405131, 
0,1,405130, 
0,1,405129, 
0,1,405128, 
0,1,405127, 
0,1,405126, 
0,1,405125, 
0,1,405124, 
0,1,405122, 
0,1,405123, 
0,1,405121, 
0,1,405120, 
0,1,405119, 
0,1,405118, 
0,1,405117, 
0,1,405116, 
0,1,405115, 
0,1,405114, 
0,1,405113, 
0,1,405112, 
0,1,405111, 
0,1,405110, 
0,1,405109, 
0,1,405108, 
0,1,405107, 
0,1,405105, 
0,1,405106, 
0,1,405104, 
0,1,405103, 
0,1,405102, 
0,1,405101, 
0,1,405100, 
0,1,405099, 
0,1,405098, 
0,1,405097, 
0,1,405096, 
0,1,405095, 
0,1,405094, 
0,1,405093, 
0,1,405092, 
0,1,405091, 
0,1,405090, 
0,1,405089, 
0,1,405088, 
0,1,405087, 
0,1,405086, 
0,1,405085, 
0,1,405084, 
0,1,405083, 
0,1,405082, 
0,1,405081, 
0,1,405080, 
0,1,405079, 
0,1,405078, 
0,1,405077, 
0,1,405076, 
0,1,405075, 
0,1,405074, 
0,1,405073, 
0,1,405072, 
0,1,405071, 
0,1,405070, 
0,1,405069, 
0,1,405068, 
0,1,405067, 
0,1,405066, 
0,1,405065, 
0,1,405064, 
0,1,405063, 
0,1,405062, 
0,1,405061, 
0,1,405060, 
0,1,405059, 
0,1,405058, 
0,1,405057, 
0,1,405056, 
0,1,405055, 
0,1,405054, 
0,1,405053, 
0,1,405052, 
0,1,405051, 
0,1,405050, 
0,1,405049, 
0,1,405048, 
0,1,405047, 
0,1,405046, 
0,1,405045, 
0,1,405044, 
0,1,405043, 
0,1,405042, 
0,1,405041, 
0,1,405040, 
0,1,405039, 
0,1,405038, 
0,1,405037, 
0,1,405036, 
0,1,405035, 
0,1,405034, 
0,1,405033, 
0,1,405032, 
0,1,405031, 
0,1,405030, 
0,1,405029, 
0,1,405028, 
0,1,405027, 
0,1,405026, 
0,1,405025, 
0,1,405024, 
0,1,405023, 
0,1,405022, 
0,1,405021, 
0,1,405020, 
0,1,405019, 
0,1,405018, 
0,1,405017, 
0,1,405016, 
0,1,405015, 
0,1,405014, 
0,1,405013, 
0,1,405012, 
0,1,405011, 
0,1,405010, 
0,1,405009, 
0,1,405008, 
0,1,405007, 
0,1,405006, 
0,1,405005, 
0,1,405004, 
0,1,405003, 
0,1,405002, 
0,1,405001, 
0,1,405000, 
0,1,404999, 
0,1,404998, 
0,1,404997, 
0,1,404996, 
0,1,404995, 
0,1,404994, 
0,1,404993, 
0,1,404992, 
0,1,404991, 
0,1,404990, 
0,1,404989, 
0,1,404988, 
0,1,404987, 
0,1,404986, 
0,1,404985, 
0,1,404984, 
0,1,404983, 
0,1,404982, 
0,1,404981, 
0,1,404980, 
0,1,404979, 
0,1,404978, 
0,1,404977, 
0,1,404976, 
0,1,404975, 
0,1,404974, 
0,1,404973, 
0,1,404972, 
0,1,404971, 
0,1,404970, 
0,1,404969, 
0,1,404968, 
0,1,404967, 
0,1,404966, 
0,1,404965, 
0,1,404964, 
0,1,404963, 
0,1,404962, 
0,1,404961, 
0,1,404960, 
0,1,404959, 
0,1,404958, 
0,1,404957, 
0,1,404956, 
0,1,404955, 
0,1,404954, 
0,1,404953, 
0,1,404952, 
0,1,404951, 
0,1,404950, 
0,1,404949, 
0,1,404948, 
0,1,404947, 
0,1,404946, 
0,1,404945, 
0,1,404944, 
0,1,404943, 
0,1,404942, 
0,1,404941, 
0,1,404940, 
0,1,404939, 
0,1,404938, 
0,1,404937, 
0,1,404936, 
0,1,404935, 
0,1,404934, 
0,1,404933, 
0,1,404932, 
0,1,404931, 
0,1,404930, 
0,1,404929, 
0,1,404928, 
0,1,404927, 
0,1,404926, 
0,1,404925, 
0,1,404924, 
0,1,404923, 
0,1,404922, 
0,1,404921, 
0,1,404920, 
0,1,404919, 
0,1,404918, 
0,1,404917, 
0,1,404916, 
0,1,404915, 
0,1,404914, 
0,1,404913, 
0,1,404912, 
0,1,404911, 
0,1,404910, 
0,1,404909, 
0,1,404908, 
0,1,404907, 
0,1,404906, 
0,1,404905, 
0,1,404904, 
0,1,404903, 
0,1,404902, 
0,1,404901, 
0,1,404900, 
0,1,404899, 
0,1,404898, 
0,1,404897, 
0,1,404896, 
0,1,404895, 
0,1,404894, 
0,1,404893, 
0,1,404892, 
0,1,404891, 
0,1,404890, 
0,1,404889, 
0,1,404888, 
0,1,404887, 
0,1,404886, 
0,1,404885, 
0,1,404884, 
0,1,404883, 
0,1,404882, 
0,1,404881, 
0,1,404880, 
0,1,404879, 
0,1,404878, 
0,1,404877, 
0,1,404876, 
0,1,404875, 
0,1,404874, 
0,1,404873, 
0,1,404872, 
0,1,404871, 
0,1,404870, 
0,1,404869, 
0,1,404868, 
0,1,404867, 
0,1,404866, 
0,1,404865, 
0,1,404864, 
0,1,404863, 
0,1,404862, 
0,1,404861, 
0,1,404859, 
0,1,404860, 
0,1,404858, 
0,1,404857, 
0,1,404856, 
0,1,404855, 
0,1,404854, 
0,1,404853, 
0,1,404852, 
0,1,404851, 
0,1,404850, 
0,1,404849, 
0,1,404848, 
0,1,404847, 
0,1,404846, 
0,1,404845, 
0,1,404844, 
0,1,404843, 
0,1,404842, 
0,1,404841, 
0,1,404840, 
0,1,404839, 
0,1,404838, 
0,1,404837, 
0,1,404836, 
0,1,404835, 
0,1,404834, 
0,1,404833, 
0,1,404832, 
0,1,404831, 
0,1,404830, 
0,1,404829, 
0,1,404828, 
0,1,404827, 
0,1,404826, 
0,1,404825, 
0,1,404824, 
0,1,404823, 
0,1,404822, 
0,1,404820, 
0,1,404821, 
0,1,404819, 
0,1,404818, 
0,1,404817, 
0,1,404816, 
0,1,404815, 
0,1,404814, 
0,1,404813, 
0,1,404812, 
0,1,404811, 
0,1,404810, 
0,1,404809, 
0,1,404808, 
0,1,404807, 
0,1,404806, 
0,1,404805, 
0,1,404804, 
0,1,404803, 
0,1,404802, 
0,1,404801, 
0,1,404800, 
0,1,404799, 
0,1,404798, 
0,1,404797, 
0,1,404796, 
0,1,404795, 
0,1,404794, 
0,1,404793, 
0,1,404792, 
0,1,404791, 
0,1,404790, 
0,1,404789, 
0,1,404788, 
0,1,404787, 
0,1,404786, 
0,1,404785, 
0,1,404784, 
0,1,404783, 
0,1,404782, 
0,1,404781, 
0,1,404780, 
0,1,404779, 
0,1,404778, 
0,1,404777, 
0,1,404776, 
0,1,404775, 
0,1,404774, 
0,1,404773, 
0,1,404772, 
0,1,404771, 
0,1,404770, 
0,1,404769, 
0,1,404768, 
0,1,404767, 
0,1,404766, 
0,1,404765, 
0,1,404764, 
0,1,404763, 
0,1,404762, 
0,1,404761, 
0,1,404760, 
0,1,404759, 
0,1,404758, 
0,1,404757, 
0,1,404756, 
0,1,404755, 
0,1,404754, 
0,1,404753, 
0,1,404752, 
0,1,404751, 
0,1,404750, 
0,1,404749, 
0,1,404748, 
0,1,404747, 
0,1,404746, 
0,1,404745, 
0,1,404744, 
0,1,404743, 
0,1,404742, 
0,1,404741, 
0,1,404740, 
0,1,404739, 
0,1,404738, 
0,1,404737, 
0,1,404736, 
0,1,404735, 
0,1,404733, 
0,1,404734, 
0,1,404732, 
0,1,404731, 
0,1,404730, 
0,1,404729, 
0,1,404728, 
0,1,404727, 
0,1,404726, 
0,1,404725, 
0,1,404724, 
0,1,404723, 
0,1,404722, 
0,1,404721, 
0,1,404720, 
0,1,404719, 
0,1,404718, 
0,1,404717, 
0,1,404716, 
0,1,404715, 
0,1,404714, 
0,1,404713, 
0,1,404712, 
0,1,404711, 
0,1,404710, 
0,1,404709, 
0,1,404708, 
0,1,404707, 
0,1,404706, 
0,1,404705, 
0,1,404704, 
0,1,404703, 
0,1,404702, 
0,1,404701, 
0,1,404700, 
0,1,404699, 
0,1,404698, 
0,1,404697, 
0,1,404696, 
0,1,404695, 
0,1,404693, 
0,1,404694, 
0,1,404692, 
0,1,404691, 
0,1,404690, 
0,1,404689, 
0,1,404688, 
0,1,404687, 
0,1,404686, 
0,1,404685, 
0,1,404684, 
0,1,404683, 
0,1,404682, 
0,1,404681, 
0,1,404680, 
0,1,404679, 
0,1,404678, 
0,1,404676, 
0,1,404677, 
0,1,404675, 
0,1,404674, 
0,1,404673, 
0,1,404672, 
0,1,404671, 
0,1,404670, 
0,1,404669, 
0,1,404668, 
0,1,404667, 
0,1,404664, 
0,1,404666, 
0,1,404665, 
0,1,404663, 
0,1,404662, 
0,1,404661, 
0,1,404660, 
0,1,404659, 
0,1,404658, 
0,1,404657, 
0,1,404656, 
0,1,404655, 
0,1,404654, 
0,1,404653, 
0,1,404652, 
0,1,404651, 
0,1,404650, 
0,1,404649, 
0,1,404648, 
0,1,404647, 
0,1,404645, 
0,1,404646, 
0,1,404644, 
0,1,404643, 
0,1,404642, 
0,1,404641, 
0,1,404640, 
0,1,404639, 
0,1,404638, 
0,1,404637, 
0,1,404636, 
0,1,404635, 
0,1,404634, 
0,1,404633, 
0,1,404632, 
0,1,404631, 
0,1,404630, 
0,1,404629, 
0,1,404628, 
0,1,404627, 
0,1,404626, 
0,1,404625, 
0,1,404624, 
0,1,404623, 
0,1,404622, 
0,1,404621, 
0,1,404620, 
0,1,404619, 
0,1,404618, 
0,1,404617, 
0,1,404616, 
0,1,404615, 
0,1,404614, 
0,1,404613, 
0,1,404612, 
0,1,404611, 
0,1,404610, 
0,1,404609, 
0,1,404608, 
0,1,404607, 
0,1,404606, 
0,1,404605, 
0,1,404604, 
0,1,404603, 
0,1,404602, 
0,1,404601, 
0,1,404600, 
0,1,404599, 
0,1,404598, 
0,1,404597, 
0,1,404596, 
0,1,404595, 
0,1,404594, 
0,1,404593, 
0,1,404592, 
0,1,404591, 
0,1,404590, 
0,1,404589, 
0,1,404588, 
0,1,404587, 
0,1,404586, 
0,1,404585, 
0,1,404584, 
0,1,404583, 
0,1,404582, 
0,1,404581, 
0,1,404580, 
0,1,404579, 
0,1,404578, 
0,1,404577, 
0,1,404576, 
0,1,404575, 
0,1,404574, 
0,1,404573, 
0,1,404572, 
0,1,404571, 
0,1,404570, 
0,1,404569, 
0,1,404568, 
0,1,404567, 
0,1,404566, 
0,1,404565, 
0,1,404563, 
0,1,404564, 
0,1,404562, 
0,1,404561, 
0,1,404560, 
0,1,404559, 
0,1,404558, 
0,1,404557, 
0,1,404556, 
0,1,404555, 
0,1,404554, 
0,1,404553, 
0,1,404552, 
0,1,404551, 
0,1,404550, 
0,1,404549, 
0,1,404548, 
0,1,404547, 
0,1,404546, 
0,1,404545, 
0,1,404544, 
0,1,404543, 
0,1,404542, 
0,1,404541, 
0,1,404540, 
0,1,404539, 
0,1,404538, 
0,1,404537, 
0,1,404536, 
0,1,404535, 
0,1,404534, 
0,1,404533, 
0,1,404532, 
0,1,404531, 
0,1,404530, 
0,1,404529, 
0,1,404528, 
0,1,404527, 
0,1,404526, 
0,1,404525, 
0,1,404524, 
0,1,404523, 
0,1,404522, 
0,1,404521, 
0,1,404520, 
0,1,404519, 
0,1,404518, 
0,1,404517, 
0,1,404516, 
0,1,404515, 
0,1,404514, 
0,1,404513, 
0,1,404512, 
0,1,404511, 
0,1,404510, 
0,1,404509, 
0,1,404508, 
0,1,404507, 
0,1,404506, 
0,1,404505, 
0,1,404504, 
0,1,404503, 
0,1,404502, 
0,1,404501, 
0,1,404500, 
0,1,404499, 
0,1,404498, 
0,1,404497, 
0,1,404496, 
0,1,404495, 
0,1,404494, 
0,1,404493, 
0,1,404492, 
0,1,404491, 
0,1,404490, 
0,1,404489, 
0,1,404488, 
0,1,404487, 
0,1,404486, 
0,1,404485, 
0,1,404484, 
0,1,404483, 
0,1,404482, 
0,1,404481, 
0,1,404480, 
0,1,404479, 
0,1,404478, 
0,1,404477, 
0,1,404476, 
0,1,404475, 
0,1,404474, 
0,1,404473, 
0,1,404472, 
0,1,404471, 
0,1,404470, 
0,1,404469, 
0,1,404468, 
0,1,404467, 
0,1,404466, 
0,1,404465, 
0,1,404464, 
0,1,404463, 
0,1,404462, 
0,1,404461, 
0,1,404460, 
0,1,404459, 
0,1,404458, 
0,1,404457, 
0,1,404456, 
0,1,404455, 
0,1,404454, 
0,1,404453, 
0,1,404452, 
0,1,404451, 
0,1,404450, 
0,1,404449, 
0,1,404448, 
0,1,404447, 
0,1,404446, 
0,1,404445, 
0,1,404444, 
0,1,404443, 
0,1,404442, 
0,1,404441, 
0,1,404440, 
0,1,404439, 
0,1,404438, 
0,1,404437, 
0,1,404436, 
0,1,404435, 
0,1,404434, 
0,1,404433, 
0,1,404432, 
0,1,404431, 
0,1,404430, 
0,1,404429, 
0,1,404428, 
0,1,404427, 
0,1,404426, 
0,1,404425, 
0,1,404424, 
0,1,404423, 
0,1,404422, 
0,1,404421, 
0,1,404420, 
0,1,404419, 
0,1,404418, 
0,1,404417, 
0,1,404416, 
0,1,404415, 
0,1,404414, 
0,1,404413, 
0,1,404412, 
0,1,404411, 
0,1,404410, 
0,1,404409, 
0,1,404408, 
0,1,404407, 
0,1,404406, 
0,1,404405, 
0,1,404404, 
0,1,404403, 
0,1,404402, 
0,1,404401, 
0,1,404400, 
0,1,404399, 
0,1,404398, 
0,1,404397, 
0,1,404396, 
0,1,404395, 
0,1,404394, 
0,1,404393, 
0,1,404392, 
0,1,404391, 
0,1,404390, 
0,1,404389, 
0,1,404388, 
0,1,404387, 
0,1,404386, 
0,1,404385, 
0,1,404384, 
0,1,404383, 
0,1,404382, 
0,1,404381, 
0,1,404380, 
0,1,404379, 
0,1,404378, 
0,1,404377, 
0,1,404376, 
0,1,404375, 
0,1,404374, 
0,1,404373, 
0,1,404372, 
0,1,404371, 
0,1,404370, 
0,1,404369, 
0,1,404368, 
0,1,404367, 
0,1,404366, 
0,1,404365, 
0,1,404364, 
0,1,404363, 
0,1,404362, 
0,1,404361, 
0,1,404360, 
0,1,404359, 
0,1,404358, 
0,1,404357, 
0,1,404356, 
0,1,404355, 
0,1,404354, 
0,1,404353, 
0,1,404352, 
0,1,404351, 
0,1,404350, 
0,1,404349, 
0,1,404348, 
0,1,404347, 
0,1,404346, 
0,1,404345, 
0,1,404344, 
0,1,404343, 
0,1,404342, 
0,1,404341, 
0,1,404340, 
0,1,404339, 
0,1,404338, 
0,1,404337, 
0,1,404336, 
0,1,404335, 
0,1,404334, 
0,1,404333, 
0,1,404332, 
0,1,404331, 
0,1,404330, 
0,1,404329, 
0,1,404328, 
0,1,404327, 
0,1,404326, 
0,1,404325, 
0,1,404324, 
0,1,404323, 
0,1,404322, 
0,1,404321, 
0,1,404320, 
0,1,404319, 
0,1,404318, 
0,1,404317, 
0,1,404316, 
0,1,404315, 
0,1,404314, 
0,1,404313, 
0,1,404312, 
0,1,404311, 
0,1,404310, 
0,1,404309, 
0,1,404308, 
0,1,404307, 
0,1,404306, 
0,1,404305, 
0,1,404304, 
0,1,404303, 
0,1,404302, 
0,1,404301, 
0,1,404300, 
0,1,404299, 
0,1,404298, 
0,1,404297, 
0,1,404296, 
0,1,404295, 
0,1,404294, 
0,1,404293, 
0,1,404292, 
0,1,404291, 
0,1,404290, 
0,1,404289, 
0,1,404288, 
0,1,404287, 
0,1,404286, 
0,1,404285, 
0,1,404284, 
0,1,404283, 
0,1,404282, 
0,1,404281, 
0,1,404280, 
0,1,404279, 
0,1,404278, 
0,1,404277, 
0,1,404276, 
0,1,404275, 
0,1,404274, 
0,1,404273, 
0,1,404272, 
0,1,404271, 
0,1,404270, 
0,1,404269, 
0,1,404268, 
0,1,404267, 
0,1,404266, 
0,1,404265, 
0,1,404264, 
0,1,404263, 
0,1,404262, 
0,1,404261, 
0,1,404260, 
0,1,404259, 
0,1,404258, 
0,1,404257, 
0,1,404256, 
0,1,404255, 
0,1,404254, 
0,1,404253, 
0,1,404252, 
0,1,404251, 
0,1,404250, 
0,1,404249, 
0,1,404248, 
0,1,404247, 
0,1,404246, 
0,1,404245, 
0,1,404244, 
0,1,404243, 
0,1,404242, 
0,1,404241, 
0,1,404240, 
0,1,404239, 
0,1,404238, 
0,1,404237, 
0,1,404236, 
0,1,404235, 
0,1,404234, 
0,1,404233, 
0,1,404232, 
0,1,404231, 
0,1,404230, 
0,1,404229, 
0,1,404228, 
0,1,404227, 
0,1,404225, 
0,1,404226, 
0,1,404224, 
0,1,404223, 
0,1,404222, 
0,1,404221, 
0,1,404220, 
0,1,404219, 
0,1,404218, 
0,1,404217, 
0,1,404216, 
0,1,404215, 
0,1,404214, 
0,1,404213, 
0,1,404212, 
0,1,404211, 
0,1,404210, 
0,1,404209, 
0,1,404208, 
0,1,404207, 
0,1,404206, 
0,1,404205, 
0,1,404204, 
0,1,404203, 
0,1,404202, 
0,1,404201, 
0,1,404200, 
0,1,404199, 
0,1,404198, 
0,1,404197, 
0,1,404196, 
0,1,404195, 
0,1,404194, 
0,1,404193, 
0,1,404192, 
0,1,404191, 
0,1,404190, 
0,1,404189, 
0,1,404188, 
0,1,404186, 
0,1,404187, 
0,1,404185, 
0,1,404184, 
0,1,404183, 
0,1,404182, 
0,1,404181, 
0,1,404180, 
0,1,404179, 
0,1,404178, 
0,1,404177, 
0,1,404176, 
0,1,404175, 
0,1,404174, 
0,1,404173, 
0,1,404172, 
0,1,404171, 
0,1,404170, 
0,1,404169, 
0,1,404168, 
0,1,404167, 
0,1,404166, 
0,1,404165, 
0,1,404164, 
0,1,404163, 
0,1,404162, 
0,1,404161, 
0,1,404160, 
0,1,404159, 
0,1,404158, 
0,1,404157, 
0,1,404156, 
0,1,404155, 
0,1,404154, 
0,1,404153, 
0,1,404152, 
0,1,404151, 
0,1,404150, 
0,1,404149, 
0,1,404148, 
0,1,404147, 
0,1,404146, 
0,1,404145, 
0,1,404144, 
0,1,404143, 
0,1,404142, 
0,1,404141, 
0,1,404140, 
0,1,404139, 
0,1,404137, 
0,1,404138, 
0,1,404136, 
0,1,404135, 
0,1,404134, 
0,1,404133, 
0,1,404132, 
0,1,404131, 
0,1,404130, 
0,1,404129, 
0,1,404128, 
0,1,404127, 
0,1,404126, 
0,1,404125, 
0,1,404124, 
0,1,404123, 
0,1,404122, 
0,1,404121, 
0,1,404120, 
0,1,404119, 
0,1,404118, 
0,1,404117, 
0,1,404116, 
0,1,404115, 
0,1,404114, 
0,1,404113, 
0,1,404112, 
0,1,404111, 
0,1,404110, 
0,1,404109, 
0,1,404108, 
0,1,404107, 
0,1,404105, 
0,1,404106, 
0,1,404104, 
0,1,404103, 
0,1,404102, 
0,1,404101, 
0,1,404100, 
0,1,404099, 
0,1,404098, 
0,1,404097, 
0,1,404096, 
0,1,404095, 
0,1,404094, 
0,1,404093, 
0,1,404092, 
0,1,404091, 
0,1,404090, 
0,1,404089, 
0,1,404088, 
0,1,404087, 
0,1,404086, 
0,1,404085, 
0,1,404084, 
0,1,404083, 
0,1,404082, 
0,1,404081, 
0,1,404080, 
0,1,404079, 
0,1,404078, 
0,1,404077, 
0,1,404076, 
0,1,404075, 
0,1,404074, 
0,1,404073, 
0,1,404072, 
0,1,404071, 
0,1,404070, 
0,1,404069, 
0,1,404068, 
0,1,404067, 
0,1,404066, 
0,1,404065, 
0,1,404064, 
0,1,404063, 
0,1,404062, 
0,1,404061, 
0,1,404060, 
0,1,404059, 
0,1,404058, 
0,1,404057, 
0,1,404056, 
0,1,404055, 
0,1,404054, 
0,1,404053, 
0,1,404052, 
0,1,404051, 
0,1,404050, 
0,1,404049, 
0,1,404048, 
0,1,404047, 
0,1,404046, 
0,1,404045, 
0,1,404044, 
0,1,404043, 
0,1,404042, 
0,1,404041, 
0,1,404040, 
0,1,404039, 
0,1,404038, 
0,1,404037, 
0,1,404036, 
0,1,404035, 
0,1,404034, 
0,1,404033, 
0,1,404032, 
0,1,404031, 
0,1,404030, 
0,1,404029, 
0,1,404028, 
0,1,404027, 
0,1,404026, 
0,1,404025, 
0,1,404024, 
0,1,404023, 
0,1,404022, 
0,1,404021, 
0,1,404020, 
0,1,404019, 
0,1,404018, 
0,1,404016, 
0,1,404017, 
0,1,404015, 
0,1,404014, 
0,1,404013, 
0,1,404012, 
0,1,404011, 
0,1,404010, 
